path_sample1,path_sample2,label,distance,loss
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_18.tif',1.0,25.420875549316406,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_19.tif',1.0,29.514785766601562,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_2.tif',1.0,13.470072746276855,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_20.tif',1.0,12.240335464477539,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_21.tif',1.0,21.34385871887207,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_22.tif',1.0,11.969074249267578,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_23.tif',1.0,20.97140884399414,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_24.tif',1.0,28.820043563842773,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_25.tif',1.0,15.900582313537598,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_26.tif',1.0,14.697513580322266,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_27.tif',1.0,17.756372451782227,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_28.tif',1.0,15.950268745422363,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_29.tif',1.0,13.469771385192871,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_3.tif',1.0,26.258588790893555,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_30.tif',1.0,22.832502365112305,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_31.tif',1.0,21.04093360900879,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_32.tif',1.0,8.26655387878418,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_33.tif',1.0,16.739601135253906,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_34.tif',1.0,12.80067253112793,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_35.tif',1.0,18.647485733032227,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_36.tif',1.0,15.349815368652344,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_4.tif',1.0,16.478422164916992,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_5.tif',1.0,8.307275772094727,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_6.tif',1.0,8.9753999710083,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_7.tif',1.0,20.651226043701172,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_8.tif',1.0,9.50780963897705,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_10.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_9.tif',1.0,9.507299423217773,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif',1.0,26.575963973999023,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif',1.0,90.1481704711914,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif',1.0,26.402708053588867,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_15.tif',1.0,13.498929977416992,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_16.tif',1.0,21.88983917236328,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_17.tif',1.0,44.9554328918457,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_18.tif',1.0,51.72791290283203,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_19.tif',1.0,19.388221740722656,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_2.tif',1.0,27.57882308959961,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_20.tif',1.0,42.91752624511719,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_21.tif',1.0,52.467220306396484,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_22.tif',1.0,41.570899963378906,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_23.tif',1.0,46.25044250488281,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_24.tif',1.0,59.700984954833984,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_25.tif',1.0,45.665225982666016,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_26.tif',1.0,40.71410369873047,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_27.tif',1.0,43.57951354980469,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_28.tif',1.0,45.27118682861328,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_29.tif',1.0,38.7309455871582,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_3.tif',1.0,23.615453720092773,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_30.tif',1.0,51.736915588378906,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_31.tif',1.0,47.60939407348633,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_32.tif',1.0,38.25721740722656,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_33.tif',1.0,44.62288284301758,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_34.tif',1.0,42.16980743408203,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_35.tif',1.0,50.7319221496582,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_36.tif',1.0,44.16997528076172,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_4.tif',1.0,22.336740493774414,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_5.tif',1.0,27.29997444152832,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_6.tif',1.0,26.721725463867188,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_7.tif',1.0,42.90147399902344,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_8.tif',1.0,31.81544303894043,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_11.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_9.tif',1.0,26.44200325012207,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif',1.0,114.00218963623047,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif',1.0,43.901554107666016,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_15.tif',1.0,35.83206558227539,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_16.tif',1.0,44.79084014892578,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_17.tif',1.0,68.80818176269531,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_18.tif',1.0,74.3555679321289,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_19.tif',1.0,38.078792572021484,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_2.tif',1.0,50.2519645690918,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_20.tif',1.0,66.88282775878906,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_21.tif',1.0,77.05229187011719,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_22.tif',1.0,65.80982208251953,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_23.tif',1.0,68.87237548828125,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_24.tif',1.0,83.79036712646484,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_25.tif',1.0,70.58008575439453,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_26.tif',1.0,64.10381317138672,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_27.tif',1.0,67.05047607421875,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_28.tif',1.0,69.36731719970703,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_29.tif',1.0,62.379417419433594,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_3.tif',1.0,36.59479522705078,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_30.tif',1.0,75.89578247070312,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_31.tif',1.0,71.84272003173828,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_32.tif',1.0,62.784950256347656,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_33.tif',1.0,68.22241973876953,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_34.tif',1.0,66.29935455322266,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_35.tif',1.0,73.99105834960938,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_36.tif',1.0,68.52156066894531,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_4.tif',1.0,45.98089599609375,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_5.tif',1.0,51.060821533203125,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_6.tif',1.0,48.979949951171875,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_7.tif',1.0,64.6202163696289,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_8.tif',1.0,54.13944625854492,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_12.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_9.tif',1.0,50.13862609863281,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif',1.0,73.51117706298828,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_15.tif',1.0,84.11955261230469,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_16.tif',1.0,69.65560150146484,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_17.tif',1.0,48.29116439819336,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_18.tif',1.0,50.37744140625,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_19.tif',1.0,84.36529541015625,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_2.tif',1.0,65.52462005615234,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_20.tif',1.0,49.61582946777344,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_21.tif',1.0,39.289833068847656,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_22.tif',1.0,51.046688079833984,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_23.tif',1.0,53.55641174316406,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_24.tif',1.0,36.2198486328125,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_25.tif',1.0,46.12834167480469,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_26.tif',1.0,55.09160614013672,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_27.tif',1.0,53.65665817260742,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_28.tif',1.0,48.663448333740234,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_29.tif',1.0,56.35346984863281,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_3.tif',1.0,81.80085754394531,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_30.tif',1.0,44.7081298828125,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_31.tif',1.0,49.5107307434082,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_32.tif',1.0,52.825218200683594,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_33.tif',1.0,51.04438400268555,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_34.tif',1.0,50.94058609008789,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_35.tif',1.0,42.84272003173828,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_36.tif',1.0,49.442649841308594,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_4.tif',1.0,71.51795959472656,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_5.tif',1.0,63.58277130126953,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_6.tif',1.0,65.5411605834961,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_7.tif',1.0,58.47739028930664,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_8.tif',1.0,62.50697326660156,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_13.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_9.tif',1.0,65.60025787353516,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_15.tif',1.0,22.2260799407959,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_16.tif',1.0,14.523354530334473,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_17.tif',1.0,28.59736442565918,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_18.tif',1.0,33.67097091674805,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_19.tif',1.0,20.398487091064453,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_2.tif',1.0,22.632627487182617,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_20.tif',1.0,27.072919845581055,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_21.tif',1.0,39.14175033569336,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_22.tif',1.0,26.787349700927734,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_23.tif',1.0,28.663923263549805,0.0
'./NUS 3D 数据/sample1_standard\\70um 1um step_14.tif','./NUS 3D 数据/sample1_standard\\70um 1um step_24.tif',1.0,42.85090637207031,0.0
